,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195
0,-5.780993,-3.908332,-1.200031,-0.439699,-2.037063,-3.063322,0.742735,11.320227,25.822339,37.509471,39.706019,30.13144,12.471662,-6.00405,-19.06886,-25.034422,-26.636433,-27.62633,-28.947625,-27.696782,-19.846838,-4.625748,13.101374,24.805396,23.715236,9.962248,-8.468025,-20.155707,-17.430812,-1.586904,17.499734,27.320091,20.528711,-0.366749,-24.345286,-38.299929,-34.502412,-14.65405,11.561959,32.100729,38.779574,30.680488,13.404579,-4.665023,-16.595936,-19.474752,-14.563792,-5.695812,2.841768,7.929389,8.362079,4.819553,-0.683889,-5.642201,-7.978076,-6.778028,-2.582472,2.878117,7.368,8.951317,6.633665,0.702968,-7.24701,-14.621393,-18.499276,-16.632556,-8.473082,4.296136,18.182465,29.248929,34.79195,34.383909,29.642777,22.896262,15.657317,7.948618,-1.12208,-12.065419,-24.035079,-34.910305,-42.306076,-44.672648,-41.685005,-33.853237,-22.031737,-7.547808,7.095896,17.889077,20.400916,12.309168,-4.089229,-21.513435,-30.612868,-25.047699,-5.686585,19.135702,38.069767,43.466363,36.04362,24.218983,18.27651,23.140166,34.687414,42.289269,36.040117,13.859822,-16.354532,-41.030769,-48.845256,-37.10395,-12.654144,12.783314,29.349003,33.406985,27.293936,15.696012,2.012628,-12.601937,-27.48615,-40.342153,-47.230942,-45.119397,-34.901015,-22.033472,-13.63102,-13.726084,-20.153496,-25.616834,-22.520694,-8.313974,12.427195,30.689881,38.619526,34.150582,21.634184,8.395988,-0.000427,-2.386883,-1.049063,1.410557,4.50345,9.593755,17.447877,26.059502,31.022509,28.532157,18.710079,6.376996,-1.782882,-1.864232,4.250805,9.989272,8.789004,-0.875243,-13.873714,-21.625685,-18.075399,-4.293502,11.617992,19.443214,13.39773,-4.022167,-23.40331,-34.069106,-30.386304,-14.852055,3.683438,15.236646,14.039725,1.028019,-17.482772,-33.60986,-41.774146,-40.658907,-32.717291,-22.05692,-12.115345,-4.272669,2.169824,8.915518,17.194789,26.670445,35.306147,40.312837,39.70034,33.537312,24.084581,14.603317,7.522905,3.174997,0.001324,-3.871052,-8.832393,-13.172587,-14.231974,-10.559556
1,-6.81787,-6.731445,-2.029785,4.952391,10.016733,9.42663,2.067553,-9.814693,-21.707679,-29.115077,-29.738458,-24.368991,-16.060937,-8.142219,-2.277227,2.240121,7.523186,15.065979,24.001857,30.932979,31.687907,24.072464,9.848497,-5.552089,-15.722547,-16.899163,-10.211775,-0.973804,4.703008,3.832725,-1.620228,-6.330455,-5.586505,1.119294,9.493189,13.374179,9.176138,-1.381182,-12.337649,-17.699331,-15.748199,-10.200236,-7.187222,-10.170166,-16.617164,-19.210427,-11.114522,8.281246,31.418908,46.299133,43.834354,24.077089,-2.954049,-22.700018,-24.494232,-7.765815,17.791582,38.040529,42.485364,29.744227,7.464161,-12.719097,-21.785167,-17.680848,-5.445986,6.241812,9.745102,1.949532,-14.71551,-33.645205,-46.93869,-48.686495,-37.570624,-17.747874,2.664136,15.262084,15.669179,6.117106,-5.575383,-10.544983,-4.492564,9.216904,21.324324,22.617159,10.386043,-8.968962,-23.27519,-22.055866,-3.418017,24.169302,46.478247,51.624309,36.574152,8.184046,-21.388989,-41.493022,-47.607313,-41.463316,-27.725658,-10.439971,8.097314,25.930608,39.702764,44.977231,38.988538,23.68076,6.103544,-5.018245,-4.696958,4.684447,14.42852,14.996589,2.391571,-18.909524,-38.568382,-46.823339,-40.403784,-24.017309,-6.670526,4.347105,7.567521,6.93741,7.68872,11.866921,16.865452,17.837874,11.899489,0.79666,-9.971308,-14.854211,-11.986614,-4.258167,2.924252,5.428656,3.015214,-0.910622,-1.963388,2.18546,10.435238,19.172627,24.488247,24.070662,17.7805,7.078415,-5.81373,-18.360746,-27.866149,-31.892384,-29.224081,-20.886906,-10.272918,-1.816042,1.284949,-1.089191,-5.885612,-8.764764,-6.822749,-0.386378,7.272526,12.041946,11.439514,5.864366,-1.988495,-8.885712,-12.661599,-12.720299,-9.473311,-3.527529,4.577025,13.970474,22.992155,29.359215,31.08827,27.574237,20.002394,10.743918,2.167046,-4.274197,-8.095671,-9.158813,-7.11938,-1.602349,6.94893,16.514853,23.69222,25.039374,18.860346,6.271267,-9.200094,-23.257725,-32.690069,-36.348948,-34.881183,-29.726083,-22.272123,-13.701253
2,-14.543933,-16.94543,-13.718309,-6.396205,1.451979,6.439218,7.285927,5.190761,2.508109,0.779136,-0.431963,-3.082895,-8.954976,-17.959772,-27.65105,-34.260014,-34.533836,-27.207962,-13.340784,4.399877,22.777388,38.675345,49.335677,52.587087,47.489489,35.238138,19.549393,5.728383,-1.604694,-1.054452,4.388456,8.66562,6.076571,-5.045084,-20.704084,-32.924543,-34.02756,-21.117503,1.879989,25.91008,41.297423,42.5073,30.51003,11.59969,-6.371655,-17.982796,-22.213958,-21.610771,-19.630955,-18.131124,-16.580789,-13.25032,-7.266383,0.057163,5.582722,6.149994,0.584772,-9.411163,-20.037281,-27.307255,-28.909947,-24.98439,-17.559533,-9.246667,-2.103865,2.742856,4.819206,3.949558,0.350893,-4.850021,-9.262717,-9.71716,-3.724906,8.765243,24.492677,37.777318,43.057219,37.826449,24.258413,8.393353,-2.847948,-5.223698,0.718143,10.181758,16.941899,16.716118,9.11888,-2.778186,-14.693733,-23.530346,-28.366891,-29.671388,-27.706923,-21.646721,-10.262425,6.297496,25.133311,40.988951,48.548401,45.306007,33.093537,17.127906,3.098477,-5.827193,-10.136841,-12.621504,-15.682835,-19.375885,-21.65232,-20.542048,-16.448945,-12.545265,-12.649264,-17.979389,-25.286329,-28.139311,-20.966355,-3.317367,18.684421,35.100297,37.759788,25.240369,3.974961,-15.401657,-24.281338,-20.981656,-11.234728,-4.037585,-5.633399,-15.546906,-27.160249,-32.279314,-26.550987,-12.155522,3.859749,14.291737,16.275766,12.614804,9.268328,10.941072,17.887652,26.050203,30.246804,28.028488,21.451808,15.56494,14.74366,19.500439,26.020259,28.749141,24.235665,13.565679,1.704129,-5.825203,-6.681356,-3.340293,-1.497075,-6.251189,-18.543841,-34.149632,-45.885295,-47.676113,-38.009161,-20.757923,-3.021316,8.611484,11.166427,6.1372,-2.065613,-8.838746,-11.585004,-10.294052,-6.570866,-2.090181,2.408499,7.070298,12.129111,17.145357,20.907589,22.054785,19.932984,15.061257,8.895665,3.076245,-1.33956,-4.205381,-6.060478,-7.589799,-9.148526,-10.605792,-11.511913,-11.409169,-10.086983,-7.685628,-4.661713,-1.665198
3,2.131837,3.981543,3.922423,1.581221,-1.67127,-3.929303,-4.557767,-5.092562,-8.330945,-16.086037,-27.203336,-37.415571,-41.396795,-35.820058,-21.455515,-2.934365,13.666137,23.87295,26.660876,24.1767,19.855994,16.349026,14.507241,13.720486,12.945403,11.50705,9.241035,6.233292,2.685747,-0.888561,-3.470894,-3.841322,-1.45878,2.670637,5.991807,5.630233,0.254117,-8.711048,-17.557258,-22.386064,-21.522802,-16.572486,-11.276906,-8.872535,-9.784693,-11.348618,-9.852719,-3.515328,5.746705,13.135879,13.974685,6.928791,-4.73408,-14.760194,-17.413179,-10.660579,2.890433,17.724388,28.542943,32.7803,31.133404,26.170487,20.283076,14.434887,8.342958,1.60564,-5.302665,-10.968914,-13.877803,-13.416926,-10.26132,-5.894568,-1.693179,1.727636,4.495831,6.942578,9.062864,10.414935,10.476298,9.090418,6.598812,3.558214,0.309889,-3.214948,-7.2876,-11.957882,-16.780838,-20.92536,-23.570538,-24.267164,-23.005234,-20.018515,-15.604255,-10.20202,-4.671864,-0.409171,1.058368,-1.04358,-5.904407,-11.070409,-13.495916,-11.268551,-4.948731,2.493151,7.3491,7.555252,4.241533,1.266681,2.797809,10.354886,21.283207,29.872858,30.68998,22.159028,8.080448,-4.082488,-7.31528,0.852928,16.791495,32.759764,41.26255,39.105911,28.702098,15.953233,6.233116,1.149609,-1.849273,-6.928751,-16.262843,-27.919254,-36.708817,-37.429202,-28.322038,-12.464618,3.755458,14.012587,15.099725,7.925181,-3.773023,-15.746933,-24.948518,-29.821042,-29.650283,-24.123133,-13.784499,-0.950092,10.142135,14.807134,10.562782,-0.752209,-13.183952,-19.614263,-15.916708,-3.665565,10.566898,19.119054,17.944473,9.043783,-1.006346,-5.452958,-1.746164,7.008446,14.395295,15.108455,8.385566,-1.782454,-9.576674,-11.186796,-6.890226,-0.165467,5.170796,7.520317,7.962378,8.600655,10.406785,12.400508,12.748558,10.698409,7.559551,5.769006,6.743764,9.349296,10.435424,7.251578,-0.060656,-7.961919,-11.666864,-8.577416,-0.494427,7.170781,8.842793,2.568028,-8.525808,-18.178328,-21.043417,-16.057622
4,11.216346,13.012818,11.293497,5.88724,-1.324592,-7.012172,-8.144689,-3.943703,3.25891,9.040436,9.389966,3.222369,-6.755274,-15.53767,-18.85804,-15.854743,-9.592787,-5.021272,-5.651531,-11.134565,-17.359625,-19.035065,-13.067176,-0.544656,13.894702,24.778067,28.728379,25.752139,18.298642,9.091815,-0.513533,-10.488497,-20.671902,-29.337658,-33.235462,-29.387146,-17.46254,-0.924565,14.15556,22.125379,20.797086,12.570698,2.900179,-2.9255,-2.672558,1.988865,7.007695,8.688668,5.867189,0.309388,-4.637541,-6.093202,-3.136894,2.92433,9.367033,13.322892,12.930036,8.073934,0.607761,-6.080564,-8.276753,-3.731141,6.718567,18.785509,26.348477,24.628243,13.267472,-2.737891,-15.305567,-17.800381,-9.201382,4.8657,15.231834,14.756864,2.907421,-13.708961,-25.386933,-25.454265,-14.525573,-0.067933,8.450027,5.607534,-6.728066,-21.051014,-29.511066,-29.168755,-23.645332,-20.149753,-24.044375,-34.722468,-45.562583,-47.891418,-36.245548,-11.552846,19.532141,48.292884,68.02617,76.145613,73.682263,63.383676,48.187433,30.939412,14.802758,3.142227,-1.69347,0.042371,5.025246,8.402993,6.684093,0.025155,-7.876058,-12.440736,-11.62982,-7.595494,-5.197265,-8.32118,-16.681844,-25.589789,-29.069304,-24.206213,-13.564439,-3.78084,-1.171972,-7.392845,-18.235731,-26.466495,-26.732397,-19.112044,-8.87107,-2.698614,-4.150064,-11.456343,-19.03393,-21.35453,-16.291391,-5.716225,6.641968,18.028186,27.850869,36.500665,43.201794,45.195424,39.44567,25.799299,8.953722,-2.923976,-2.722808,10.684833,30.612421,45.555681,45.562302,28.124922,-0.133889,-27.092632,-41.819827,-40.222252,-26.418649,-9.47458,2.013089,4.031394,-2.120494,-12.083698,-21.491962,-27.707452,-29.677491,-26.979215,-19.519257,-8.34028,3.435783,11.000558,10.110876,0.036964,-14.964414,-27.18716,-29.567831,-19.934065,-2.602952,13.916088,21.826086,18.507906,7.758785,-2.865192,-6.75131,-1.91701,8.510694,18.961234,25.138667,26.250364,24.515362,22.733413,21.943778,20.880517,17.415459,10.673122,2.100886,-5.312205
5,6.687827,6.929041,3.563377,-1.89629,-6.239262,-6.313884,-0.992565,7.873508,16.143397,19.359558,14.899681,3.164785,-12.702215,-28.230549,-39.322878,-43.463674,-40.118096,-30.472997,-16.855927,-2.072411,11.253535,21.270459,27.254864,29.526919,28.903275,25.991788,20.836339,13.252554,3.686455,-6.074509,-13.074988,-14.45596,-9.185394,0.900205,11.65535,18.71957,19.971196,16.726449,12.721018,11.342469,12.878165,13.768446,8.710994,-5.428363,-26.368819,-46.229339,-55.097845,-46.656856,-22.591128,7.144551,28.871055,32.330184,16.452263,-9.689847,-31.521971,-36.739422,-21.858437,6.137468,33.890775,49.012133,46.396092,30.044643,9.765745,-4.84594,-9.374259,-5.772037,0.316527,3.795882,2.977253,-0.518389,-4.131374,-6.833064,-9.763997,-14.753592,-22.140576,-29.788306,-34.145393,-32.531202,-24.868817,-13.577977,-1.839478,8.289307,16.426046,22.848412,27.109729,27.844803,24.234473,17.916782,13.329575,15.411934,25.743487,39.906988,48.591372,42.578891,18.828303,-16.4286,-50.11806,-69.266072,-68.262019,-51.780911,-31.425434,-18.294504,-16.38648,-21.091417,-23.464885,-17.022933,-2.238036,14.210979,24.518504,25.23195,19.179822,12.746532,10.886692,13.783371,17.538693,18.023392,14.579595,10.532984,10.154503,14.651131,20.608861,22.37095,16.630536,5.594332,-3.990963,-5.515935,2.487998,14.82975,22.943322,20.716335,8.64911,-6.684801,-17.443373,-20.00794,-17.12229,-15.199361,-18.954526,-27.496198,-34.844406,-34.467645,-24.400719,-9.09943,3.340945,6.537864,-0.137639,-11.608316,-20.909647,-23.772856,-20.663533,-15.147187,-10.314561,-6.311508,-0.857303,7.948251,19.106897,28.755448,32.820439,30.12463,23.338432,16.904132,13.562443,12.328695,9.661081,2.968632,-6.406797,-13.361657,-12.575425,-2.900779,10.8441,20.38597,19.342148,7.700837,-7.82694,-17.985437,-16.867812,-5.495389,9.277488,19.576447,21.5425,17.13727,11.761124,9.764553,11.283868,12.603976,9.48893,0.748766,-10.694246,-19.93274,-23.634982,-22.281081,-19.44961,-18.834277,-21.352841,-24.53311,-24.547121,-19.257454
6,7.773327,10.70235,6.608447,-2.605418,-10.819388,-11.763966,-3.735272,8.554704,16.653048,13.970508,0.448463,-17.096688,-29.332638,-30.472039,-21.770966,-10.039096,-2.361061,-0.975043,-2.082466,0.607987,10.359892,24.166116,34.349077,33.950373,21.994287,4.727345,-8.18341,-9.889325,-0.708544,12.357662,20.454552,18.601157,8.44837,-3.509293,-10.627348,-10.256419,-4.645562,1.520416,4.704309,4.496031,2.83255,1.548327,0.512161,-2.102515,-7.753271,-15.520161,-21.968686,-23.206415,-17.705709,-7.805476,1.295949,4.493466,-0.206851,-10.477219,-20.913006,-25.865431,-22.190418,-10.53137,5.251852,19.935101,29.076073,30.609209,25.425646,16.824016,9.009939,5.153,5.833024,8.750271,10.073094,6.849195,-0.927291,-10.034394,-15.958639,-15.960503,-11.201881,-6.264952,-6.080273,-12.185297,-20.969475,-25.447769,-19.748517,-3.478525,17.087062,32.147009,34.162807,22.711772,5.207472,-7.202735,-6.210953,8.570275,29.118472,43.42001,42.17843,23.912928,-4.371187,-31.089678,-46.137519,-45.677794,-33.254054,-17.054384,-5.221543,-1.882314,-5.815442,-12.025348,-14.958596,-11.475866,-2.141619,9.507696,18.991286,22.989269,20.528022,12.925047,2.85457,-6.788321,-13.689715,-16.452555,-14.665971,-8.943641,-0.936352,6.915789,12.103776,13.117865,10.327787,6.02545,3.363699,4.628336,9.82663,16.518958,21.107426,20.860171,15.437368,6.98336,-1.219762,-6.62025,-8.600342,-8.377056,-7.88989,-8.576359,-10.816063,-14.154025,-17.801217,-20.864913,-22.261013,-20.772052,-15.676859,-7.738327,0.336821,4.82571,3.221987,-3.550192,-10.745796,-12.114293,-3.899136,12.042901,28.435892,36.51621,31.47745,15.834285,-1.798215,-12.00162,-10.521955,-0.846237,8.46141,9.877547,2.219308,-8.631592,-14.10563,-9.280894,3.400454,15.733317,19.512118,12.279633,-1.074653,-11.936899,-14.060414,-7.632418,1.562936,7.031038,6.621874,3.834425,4.413769,10.97974,20.022068,23.847722,16.268056,-2.162933,-23.420783,-36.657864,-35.160788,-20.790159,-2.786263,8.23501,6.956976,-3.767184,-15.530526,-20.333854
7,-8.614948,-15.21335,-19.280583,-17.464509,-9.259136,2.034854,10.804668,12.367044,5.939468,-4.654966,-13.118582,-14.334757,-7.218797,4.993706,17.024297,24.712986,26.946188,25.29487,22.016968,18.156014,13.165347,6.131522,-2.628356,-11.052886,-16.39942,-17.038087,-13.51407,-8.011394,-2.661653,1.910375,6.606187,12.42938,18.833914,23.318067,22.789915,15.807963,4.027148,-8.316493,-16.638625,-18.471795,-14.544651,-7.901759,-1.87944,1.575422,2.250628,0.852519,-1.949555,-5.730835,-9.793741,-12.760818,-13.057286,-10.155563,-5.516203,-2.116393,-2.506351,-6.689597,-11.602579,-12.986628,-8.596739,-0.398642,6.17559,5.80838,-2.627153,-14.534571,-22.085225,-19.360799,-6.67289,9.122372,18.843991,17.051728,5.804416,-6.604128,-11.21767,-4.546604,8.978091,19.989742,20.648735,10.22248,-4.001997,-11.130651,-3.545103,18.139889,45.075378,64.95079,68.493006,53.911507,27.124301,-1.751454,-23.253149,-32.211196,-28.87569,-17.78873,-5.498529,1.863393,0.583271,-9.368755,-24.195425,-37.622871,-43.595473,-39.268087,-26.660653,-11.752519,-1.22179,1.370297,-2.439179,-7.245977,-7.528024,-1.471989,7.713206,13.941079,12.440438,3.155141,-8.977648,-17.079719,-16.665978,-8.374283,2.662253,10.274203,11.178928,6.818921,2.074195,1.892506,8.122991,18.497453,28.160483,32.539105,29.706392,20.993581,9.856416,-0.008022,-6.138094,-7.798143,-5.649869,-1.147092,3.938008,7.818825,9.01079,6.750955,1.357532,-5.764259,-12.617231,-17.433604,-19.405274,-18.930826,-17.261664,-15.762027,-15.18301,-15.309279,-15.132262,-13.457367,-9.659876,-4.213818,1.333314,5.049549,5.726048,3.820787,1.57728,2.005216,7.090819,16.229995,25.97289,31.526579,29.375073,19.525706,5.916413,-5.469146,-9.806409,-6.074419,2.47605,10.319288,12.86153,8.870494,0.710602,-7.557495,-12.790021,-14.329672,-13.652015,-12.621724,-11.818682,-10.205438,-6.303527,0.121296,7.237136,11.895815,11.488998,5.634832,-3.456875,-12.166194,-17.383769,-17.948742,-14.817886,-10.080926,-5.634166,-2.372663,-0.230952,1.236506
8,-9.29993,-10.029438,-7.95824,-3.444493,2.461966,8.37122,12.878688,14.920449,14.19383,11.453515,8.329125,6.490009,6.493321,7.10671,5.82056,0.528715,-8.601593,-18.474245,-24.42666,-23.03885,-14.602263,-3.390378,4.798283,6.418605,2.709984,-0.996898,0.954129,10.127067,22.094857,28.748745,23.647174,6.93631,-13.667942,-26.918348,-24.807716,-7.766693,15.212464,31.814787,33.772896,21.684041,4.219465,-7.678007,-7.779079,1.760978,12.246012,14.340186,4.024159,-15.186115,-34.863994,-47.020155,-48.485396,-41.665544,-31.724511,-22.654125,-15.130558,-7.395604,1.991724,12.002734,19.387997,21.100666,16.893266,9.933891,4.843893,4.594865,8.626678,13.629597,16.365915,16.287139,15.814089,17.960172,23.137531,27.809456,26.412651,15.496516,-2.860615,-21.106419,-30.204527,-25.196387,-8.643612,10.518305,22.160145,20.867449,8.740366,-6.649468,-17.588303,-21.100425,-20.097486,-20.249873,-25.07486,-32.912194,-37.962981,-34.538366,-21.334397,-2.606107,14.536356,24.630749,26.859057,24.513868,21.674767,19.929924,17.785365,13.090124,6.21536,0.968006,2.001361,10.488578,21.653678,26.779564,19.023955,-0.843069,-23.252456,-34.87098,-27.113544,-2.520517,25.670325,41.054235,34.096165,8.121394,-22.79113,-42.698751,-43.593322,-29.657803,-13.366824,-6.395312,-11.734139,-22.346676,-26.968463,-18.652258,0.091493,19.077062,27.650127,22.04737,7.734696,-4.704501,-6.975394,1.518122,13.846487,20.780784,17.082755,4.483218,-10.291749,-20.446838,-23.161389,-20.066513,-14.475321,-8.110065,-0.105056,11.122672,25.051544,37.975223,44.828707,42.573112,32.396954,18.882897,6.751699,-2.190968,-9.40388,-16.987234,-24.384108,-27.472857,-21.327921,-4.867981,16.306826,31.695616,31.845495,14.728946,-11.985583,-34.810885,-42.340773,-32.140681,-12.081389,4.80064,8.536613,-1.823474,-18.26973,-29.540742,-28.448178,-15.992001,0.095998,10.897905,11.933491,5.235363,-2.986232,-6.926974,-4.670643,1.530972,7.764687,11.477592,12.776118,13.407652,14.66313,16.075027,15.894538,12.777285,7.166986,1.216883
9,-9.603691,-5.524798,4.953457,16.033815,20.906126,16.421915,5.372893,-5.3739,-9.634504,-6.152674,0.756311,4.634808,1.852348,-5.583068,-11.507612,-10.347666,-1.65113,8.996614,13.508449,6.917961,-8.813574,-25.496453,-33.536323,-27.741022,-10.40191,10.15206,24.372935,26.555756,17.216584,1.857285,-12.544485,-20.937605,-21.735593,-16.284638,-7.309769,2.411167,10.591674,15.472549,15.910722,11.748753,4.187576,-4.290607,-10.62884,-12.280728,-8.207711,0.5785,11.078241,19.012533,20.195931,12.412053,-2.831744,-19.76076,-29.989361,-26.34449,-7.254258,20.946843,45.905096,55.183659,43.337373,15.845242,-13.064043,-28.093103,-21.795025,0.776679,24.877094,34.902432,23.845546,-2.603026,-29.921937,-44.03556,-39.913716,-23.935373,-8.708125,-4.115585,-10.80101,-20.446487,-22.403975,-11.83895,6.40733,20.946179,21.75699,7.376791,-13.611751,-27.844847,-25.695654,-7.458308,16.722195,32.955023,31.759949,13.301172,-13.102443,-34.348582,-40.292141,-28.143781,-2.782136,26.256538,48.936199,58.077304,51.129444,30.541259,3.061079,-22.039918,-35.885437,-33.477263,-16.265364,7.898972,28.076862,35.538581,28.218081,11.601532,-4.706625,-12.792723,-11.031972,-4.539639,-1.190098,-5.866569,-16.845977,-26.84281,-28.090391,-18.030192,-1.645994,11.348116,12.787022,1.684112,-14.629462,-24.823848,-20.718359,-2.693927,20.157325,35.319684,34.274555,17.42,-6.48095,-25.764513,-32.626082,-26.944169,-15.073103,-4.875589,-0.581212,-0.83812,-0.866147,3.271551,11.5623,20.275383,25.094975,24.565753,21.126993,18.940329,20.231964,23.068972,22.453513,14.101806,-1.845737,-20.045328,-32.916524,-35.430534,-28.378389,-17.763691,-10.686782,-10.58962,-15.190577,-18.506385,-15.427438,-5.508655,6.735279,15.158144,16.422438,12.273224,8.011884,8.357727,13.797729,20.133946,21.560274,15.005855,2.573788,-9.684837,-15.763423,-13.611339,-6.261073,0.474143,1.961998,-2.427205,-9.429212,-14.527435,-15.019229,-11.354096,-6.092684,-1.635106,1.396191,4.00289,7.305287,11.139218,13.975665,14.170993,11.418075,7.133489
